sku_id,product_name,category,warehouse_id,warehouse_name,current_stock,safety_stock,reorder_point,unit_cost,supplier_id,lead_time_days,last_restock_date,stockout_flag,obsolete_flag
SKU00126,Adhesives & Sealant - Type 18,Adhesives & Sealants,W2,Chennai Hub,425,86,111,352.46,SUP002,14,2025-12-01,0,0
SKU00127,Bearing - Type 1,Bearings,W1,Bengaluru North DC,275,48,62,407.58,SUP015,44,2023-06-10,0,0
SKU00127,Bearing - Type 1,Bearings,W2,Chennai Hub,109,50,65,407.58,SUP015,48,2023-06-10,0,0
SKU00127,Bearing - Type 1,Bearings,W3,Pune Regional,151,29,37,407.58,SUP015,27,2023-06-10,0,0
SKU00127,Bearing - Type 1,Bearings,W4,Hyderabad DC,224,95,123,407.58,SUP015,40,2023-06-10,0,0
SKU00128,Bearing - Type 2,Bearings,W1,Bengaluru North DC,104,65,84,1917.4,SUP003,16,2023-06-10,0,0
SKU00128,Bearing - Type 2,Bearings,W2,Chennai Hub,70,64,83,1917.4,SUP003,14,2023-06-10,0,0
SKU00128,Bearing - Type 2,Bearings,W3,Pune Regional,476,92,119,1917.4,SUP003,39,2023-06-10,0,0
SKU00128,Bearing - Type 2,Bearings,W4,Hyderabad DC,315,74,96,1917.4,SUP003,24,2023-06-10,0,0
SKU00129,Bearing - Type 3,Bearings,W2,Chennai Hub,414,47,61,1034.83,SUP003,45,2023-06-10,0,0
SKU00129,Bearing - Type 3,Bearings,W3,Pune Regional,204,99,128,1034.83,SUP003,16,2023-06-10,0,0
SKU00129,Bearing - Type 3,Bearings,W4,Hyderabad DC,486,34,44,1034.83,SUP003,39,2023-06-10,0,0
SKU00130,Bearing - Type 4,Bearings,W1,Bengaluru North DC,31,35,45,1527.22,SUP015,28,2023-06-10,1,0
SKU00130,Bearing - Type 4,Bearings,W2,Chennai Hub,168,29,37,1527.22,SUP015,11,2023-06-10,0,0
SKU00130,Bearing - Type 4,Bearings,W3,Pune Regional,262,33,42,1527.22,SUP015,38,2023-06-10,0,0
SKU00130,Bearing - Type 4,Bearings,W4,Hyderabad DC,389,96,124,1527.22,SUP015,5,2023-06-10,0,0
SKU00131,Bearing - Type 5,Bearings,W1,Bengaluru North DC,54,59,76,1857.62,SUP006,12,2023-06-10,1,0
SKU00131,Bearing - Type 5,Bearings,W2,Chennai Hub,425,50,65,1857.62,SUP006,29,2023-06-10,0,1
SKU00131,Bearing - Type 5,Bearings,W3,Pune Regional,115,62,80,1857.62,SUP006,40,2023-06-10,0,0
SKU00131,Bearing - Type 5,Bearings,W4,Hyderabad DC,381,49,63,1857.62,SUP006,26,2023-06-10,0,0
SKU00132,Bearing - Type 6,Bearings,W1,Bengaluru North DC,64,26,33,804.38,SUP001,42,2023-06-10,0,0
SKU00132,Bearing - Type 6,Bearings,W2,Chennai Hub,237,35,45,804.38,SUP001,30,2023-06-10,0,0
SKU00132,Bearing - Type 6,Bearings,W3,Pune Regional,167,25,32,804.38,SUP001,49,2023-06-10,0,0
SKU00132,Bearing - Type 6,Bearings,W4,Hyderabad DC,108,35,45,804.38,SUP001,21,2023-06-10,0,0
SKU00133,Bearing - Type 7,Bearings,W1,Bengaluru North DC,378,89,115,81.99,SUP006,10,2023-06-10,0,1
SKU00133,Bearing - Type 7,Bearings,W3,Pune Regional,224,29,37,81.99,SUP006,31,2023-06-10,0,0
SKU00134,Bearing - Type 8,Bearings,W1,Bengaluru North DC,353,77,100,499.59,SUP003,28,2023-06-10,0,0
SKU00134,Bearing - Type 8,Bearings,W2,Chennai Hub,132,99,128,499.59,SUP003,43,2023-06-10,0,0
SKU00134,Bearing - Type 8,Bearings,W3,Pune Regional,450,21,27,499.59,SUP003,21,2023-06-10,0,0
SKU00134,Bearing - Type 8,Bearings,W4,Hyderabad DC,401,45,58,499.59,SUP003,7,2023-06-10,0,0
SKU00135,Bearing - Type 9,Bearings,W2,Chennai Hub,466,39,50,1883.55,SUP015,11,2023-06-10,0,0
SKU00135,Bearing - Type 9,Bearings,W3,Pune Regional,285,65,84,1883.55,SUP015,46,2023-06-10,0,0
SKU00136,Bearing - Type 10,Bearings,W1,Bengaluru North DC,55,64,83,432.85,SUP001,12,2023-06-10,1,0
SKU00136,Bearing - Type 10,Bearings,W2,Chennai Hub,445,83,107,432.85,SUP001,20,2023-06-10,0,0
SKU00136,Bearing - Type 10,Bearings,W3,Pune Regional,265,71,92,432.85,SUP001,5,2023-06-10,0,0
SKU00137,Bearing - Type 11,Bearings,W3,Pune Regional,408,22,28,645.58,SUP006,33,2023-06-10,0,0
SKU00137,Bearing - Type 11,Bearings,W4,Hyderabad DC,58,47,61,645.58,SUP006,26,2023-06-10,0,0
SKU00138,Bearing - Type 12,Bearings,W2,Chennai Hub,407,26,33,989.79,SUP001,29,2023-06-10,0,1
SKU00138,Bearing - Type 12,Bearings,W3,Pune Regional,35,67,87,989.79,SUP001,37,2023-06-10,1,0
SKU00138,Bearing - Type 12,Bearings,W4,Hyderabad DC,94,49,63,989.79,SUP001,40,2023-06-10,0,1
SKU00139,Bearing - Type 13,Bearings,W1,Bengaluru North DC,89,86,111,2355.14,SUP001,48,2023-06-10,0,0
SKU00139,Bearing - Type 13,Bearings,W2,Chennai Hub,290,88,114,2355.14,SUP001,46,2023-06-10,0,0
SKU00139,Bearing - Type 13,Bearings,W3,Pune Regional,287,58,75,2355.14,SUP001,42,2023-06-10,0,0
SKU00139,Bearing - Type 13,Bearings,W4,Hyderabad DC,444,60,78,2355.14,SUP001,17,2023-06-10,0,0
SKU00140,Bearing - Type 14,Bearings,W1,Bengaluru North DC,366,94,122,1893.14,SUP006,34,2023-06-10,0,0
SKU00140,Bearing - Type 14,Bearings,W2,Chennai Hub,99,20,26,1893.14,SUP006,16,2023-06-10,0,0
SKU00140,Bearing - Type 14,Bearings,W4,Hyderabad DC,450,23,29,1893.14,SUP006,17,2023-06-10,0,0
SKU00141,Industrial Lighting - Type 1,Industrial Lighting,W2,Chennai Hub,212,25,32,3530.56,SUP003,36,2025-12-01,0,0
SKU00141,Industrial Lighting - Type 1,Industrial Lighting,W3,Pune Regional,269,72,93,3530.56,SUP003,34,2025-12-01,0,0
SKU00141,Industrial Lighting - Type 1,Industrial Lighting,W4,Hyderabad DC,20,29,37,3530.56,SUP003,6,2025-12-01,1,0
SKU00142,Industrial Lighting - Type 2,Industrial Lighting,W1,Bengaluru North DC,275,49,63,1455.33,SUP011,11,2025-12-01,0,0
SKU00142,Industrial Lighting - Type 2,Industrial Lighting,W2,Chennai Hub,460,43,55,1455.33,SUP011,16,2025-12-01,0,0
SKU00142,Industrial Lighting - Type 2,Industrial Lighting,W3,Pune Regional,165,50,65,1455.33,SUP011,39,2025-12-01,0,0
SKU00142,Industrial Lighting - Type 2,Industrial Lighting,W4,Hyderabad DC,75,70,91,1455.33,SUP011,22,2025-12-01,0,0
SKU00143,Industrial Lighting - Type 3,Industrial Lighting,W1,Bengaluru North DC,138,56,72,1391.0,SUP011,17,2025-12-01,0,0
SKU00143,Industrial Lighting - Type 3,Industrial Lighting,W2,Chennai Hub,280,30,39,1391.0,SUP011,11,2025-12-01,0,0
SKU00143,Industrial Lighting - Type 3,Industrial Lighting,W3,Pune Regional,454,72,93,1391.0,SUP011,22,2025-12-01,0,0
SKU00143,Industrial Lighting - Type 3,Industrial Lighting,W4,Hyderabad DC,259,47,61,1391.0,SUP011,37,2025-12-01,0,0
SKU00144,Industrial Lighting - Type 4,Industrial Lighting,W1,Bengaluru North DC,374,29,37,896.51,SUP005,24,2025-12-01,0,0
SKU00144,Industrial Lighting - Type 4,Industrial Lighting,W2,Chennai Hub,421,25,32,896.51,SUP005,25,2025-12-01,0,0
SKU00144,Industrial Lighting - Type 4,Industrial Lighting,W3,Pune Regional,316,33,42,896.51,SUP005,17,2025-12-01,0,0
SKU00144,Industrial Lighting - Type 4,Industrial Lighting,W4,Hyderabad DC,123,39,50,896.51,SUP005,9,2025-12-01,0,0
SKU00145,Industrial Lighting - Type 5,Industrial Lighting,W1,Bengaluru North DC,105,22,28,3352.41,SUP013,18,2025-12-01,0,0
SKU00145,Industrial Lighting - Type 5,Industrial Lighting,W2,Chennai Hub,52,72,93,3352.41,SUP013,44,2025-12-01,1,0
SKU00145,Industrial Lighting - Type 5,Industrial Lighting,W3,Pune Regional,91,21,27,3352.41,SUP013,36,2025-12-01,0,0
SKU00146,Industrial Lighting - Type 6,Industrial Lighting,W1,Bengaluru North DC,138,23,29,3280.9,SUP011,40,2025-12-01,0,0
SKU00146,Industrial Lighting - Type 6,Industrial Lighting,W2,Chennai Hub,481,46,59,3280.9,SUP011,39,2025-12-01,0,0
SKU00146,Industrial Lighting - Type 6,Industrial Lighting,W3,Pune Regional,461,77,100,3280.9,SUP011,7,2025-12-01,0,0
SKU00146,Industrial Lighting - Type 6,Industrial Lighting,W4,Hyderabad DC,485,75,97,3280.9,SUP011,5,2025-12-01,0,0
SKU00147,Industrial Lighting - Type 7,Industrial Lighting,W3,Pune Regional,230,48,62,2992.16,SUP010,42,2025-12-01,0,0
SKU00147,Industrial Lighting - Type 7,Industrial Lighting,W4,Hyderabad DC,259,31,40,2992.16,SUP010,39,2025-12-01,0,0
SKU00148,Industrial Lighting - Type 8,Industrial Lighting,W1,Bengaluru North DC,495,55,71,2681.25,SUP003,11,2025-12-01,0,1
SKU00148,Industrial Lighting - Type 8,Industrial Lighting,W2,Chennai Hub,249,92,119,2681.25,SUP003,22,2025-12-01,0,0
SKU00148,Industrial Lighting - Type 8,Industrial Lighting,W3,Pune Regional,355,54,70,2681.25,SUP003,40,2025-12-01,0,0
SKU00148,Industrial Lighting - Type 8,Industrial Lighting,W4,Hyderabad DC,480,20,26,2681.25,SUP003,31,2025-12-01,0,0
SKU00149,Industrial Lighting - Type 9,Industrial Lighting,W1,Bengaluru North DC,394,37,48,2622.29,SUP014,15,2025-12-01,0,0
SKU00149,Industrial Lighting - Type 9,Industrial Lighting,W2,Chennai Hub,139,33,42,2622.29,SUP014,37,2025-12-01,0,0
SKU00149,Industrial Lighting - Type 9,Industrial Lighting,W3,Pune Regional,113,59,76,2622.29,SUP014,47,2025-12-01,0,0
SKU00149,Industrial Lighting - Type 9,Industrial Lighting,W4,Hyderabad DC,55,94,122,2622.29,SUP014,22,2025-12-01,1,0
SKU00150,Industrial Lighting - Type 10,Industrial Lighting,W1,Bengaluru North DC,314,89,115,837.68,SUP015,22,2025-12-01,0,0
SKU00150,Industrial Lighting - Type 10,Industrial Lighting,W2,Chennai Hub,311,23,29,837.68,SUP015,32,2025-12-01,0,0
SKU00150,Industrial Lighting - Type 10,Industrial Lighting,W3,Pune Regional,444,64,83,837.68,SUP015,39,2025-12-01,0,0
SKU00150,Industrial Lighting - Type 10,Industrial Lighting,W4,Hyderabad DC,114,79,102,837.68,SUP015,28,2025-12-01,0,0
SKU00151,Industrial Lighting - Type 11,Industrial Lighting,W1,Bengaluru North DC,54,87,113,2059.97,SUP008,30,2025-12-01,1,1
SKU00151,Industrial Lighting - Type 11,Industrial Lighting,W2,Chennai Hub,335,53,68,2059.97,SUP008,42,2025-12-01,0,0
SKU00151,Industrial Lighting - Type 11,Industrial Lighting,W4,Hyderabad DC,368,67,87,2059.97,SUP008,43,2025-12-01,0,0
SKU00152,Industrial Lighting - Type 12,Industrial Lighting,W2,Chennai Hub,458,67,87,641.25,SUP010,8,2025-12-01,0,0
SKU00152,Industrial Lighting - Type 12,Industrial Lighting,W3,Pune Regional,490,75,97,641.25,SUP010,40,2025-12-01,0,0
SKU00152,Industrial Lighting - Type 12,Industrial Lighting,W4,Hyderabad DC,338,96,124,641.25,SUP010,38,2025-12-01,0,0
SKU00153,Industrial Lighting - Type 13,Industrial Lighting,W2,Chennai Hub,174,51,66,192.91,SUP011,16,2025-12-01,0,0
SKU00153,Industrial Lighting - Type 13,Industrial Lighting,W3,Pune Regional,364,68,88,192.91,SUP011,37,2025-12-01,0,0
SKU00154,Industrial Lighting - Type 14,Industrial Lighting,W1,Bengaluru North DC,435,22,28,3356.71,SUP003,5,2025-12-01,0,0
SKU00154,Industrial Lighting - Type 14,Industrial Lighting,W2,Chennai Hub,380,81,105,3356.71,SUP003,18,2025-12-01,0,0
SKU00154,Industrial Lighting - Type 14,Industrial Lighting,W3,Pune Regional,305,68,88,3356.71,SUP003,5,2025-12-01,0,0
SKU00154,Industrial Lighting - Type 14,Industrial Lighting,W4,Hyderabad DC,125,61,79,3356.71,SUP003,33,2025-12-01,0,0
SKU00155,Industrial Lighting - Type 15,Industrial Lighting,W1,Bengaluru North DC,277,56,72,487.65,SUP002,41,2025-12-01,0,0
SKU00155,Industrial Lighting - Type 15,Industrial Lighting,W2,Chennai Hub,395,67,87,487.65,SUP002,39,2025-12-01,0,0
SKU00155,Industrial Lighting - Type 15,Industrial Lighting,W3,Pune Regional,2,46,59,487.65,SUP002,7,2025-12-01,1,0
SKU00156,Industrial Lighting - Type 16,Industrial Lighting,W3,Pune Regional,272,29,37,3361.32,SUP010,19,2025-12-01,0,0
SKU00156,Industrial Lighting - Type 16,Industrial Lighting,W4,Hyderabad DC,367,76,98,3361.32,SUP010,10,2025-12-01,0,0
