po_id,po_date,supplier_id,supplier_name,warehouse_id,product_id,product_name,quantity_ordered,quantity_received,expected_delivery_date,actual_delivery_date,status,unit_cost
PO900370,2024-06-24,SUP007,Titan Tools India,W2,SKU00113,Adhesives & Sealant - Type 5,215,215,2024-07-08,2024-07-08,received,554.18
PO900371,2024-06-24,SUP013,Apex Industrial Components,W2,SKU00002,Fastener - Type 2,298,0,2024-08-01,,cancelled,22.21
PO900372,2024-06-27,SUP007,Titan Tools India,W2,SKU00116,Adhesives & Sealant - Type 8,1310,1310,2024-07-11,2024-07-12,received,356.93
PO900373,2024-06-30,SUP013,Apex Industrial Components,W4,SKU00003,Fastener - Type 3,1260,1260,2024-08-07,2024-08-07,received,21.09
PO900374,2024-07-03,SUP008,Sunrise Adhesives,W3,SKU00018,Electrical Component - Type 6,867,867,2024-07-22,2024-07-22,received,516.7
PO900375,2024-07-03,SUP014,Vishal Steel Traders,W2,SKU00125,Adhesives & Sealant - Type 17,261,184,2024-08-07,2024-08-07,received,76.43
PO900376,2024-07-06,SUP007,Titan Tools India,W1,SKU00118,Adhesives & Sealant - Type 10,173,173,2024-07-20,2024-07-20,received,521.78
PO900377,2024-07-09,SUP006,Deccan Plumbing Supplies,W2,SKU00130,Bearing - Type 4,989,989,2024-07-25,2024-07-25,received,1527.22
PO900378,2024-07-09,SUP002,Bharat Fastener Co.,W2,SKU00113,Adhesives & Sealant - Type 5,287,287,2024-08-15,2024-08-15,received,554.18
PO900379,2024-07-12,SUP005,SafeGuard PPE Manufacturing,W3,SKU00075,Safety Equipment - Type 13,1886,1886,2024-08-09,2024-08-09,received,1179.99
PO900380,2024-07-15,SUP015,Krishna Tools & Dies,W2,SKU00140,Bearing - Type 14,136,136,2024-07-22,2024-07-24,received,1893.14
PO900381,2024-07-15,SUP015,Krishna Tools & Dies,W4,SKU00131,Bearing - Type 5,1933,1933,2024-07-22,2024-07-25,received,1857.62
PO900382,2024-07-18,SUP006,Deccan Plumbing Supplies,W2,SKU00134,Bearing - Type 8,1405,1173,2024-08-03,2024-08-05,received,499.59
PO900383,2024-07-21,SUP009,National Pipe & Fittings,W2,SKU00104,Pipes & Fitting - Type 11,814,814,2024-08-15,2024-08-17,received,90.35
PO900384,2024-07-24,SUP014,Vishal Steel Traders,W1,SKU00117,Adhesives & Sealant - Type 9,849,849,2024-08-28,2024-08-28,received,168.2
PO900385,2024-07-24,SUP002,Bharat Fastener Co.,W4,SKU00122,Adhesives & Sealant - Type 14,1677,1677,2024-08-30,2024-08-30,received,259.27
PO900386,2024-07-24,SUP004,Voltek Electricals,W1,SKU00003,Fastener - Type 3,1424,1424,2024-08-13,2024-08-13,received,21.09
PO900387,2024-07-27,SUP001,Ashoka Steel Works,W1,SKU00128,Bearing - Type 2,1803,1803,2024-08-18,2024-08-22,delayed,1917.4
PO900388,2024-07-27,SUP010,LumaTech Lighting,W4,SKU00026,Hand Tool - Type 1,1372,1372,2024-08-25,2024-08-25,received,523.51
PO900389,2024-07-30,SUP013,Apex Industrial Components,W4,SKU00004,Fastener - Type 4,1509,1509,2024-09-06,2024-09-06,received,12.18
PO900390,2024-07-30,SUP007,Titan Tools India,W1,SKU00124,Adhesives & Sealant - Type 16,1203,1203,2024-08-13,2024-08-13,received,407.16
PO900391,2024-07-30,SUP002,Bharat Fastener Co.,W4,SKU00118,Adhesives & Sealant - Type 10,986,986,2024-09-05,2024-09-05,received,521.78
PO900392,2024-08-02,SUP006,Deccan Plumbing Supplies,W3,SKU00136,Bearing - Type 10,1160,1160,2024-08-18,2024-08-18,received,432.85
PO900393,2024-08-02,SUP011,Everest Hardware,W4,SKU00035,Hand Tool - Type 10,383,383,2024-08-23,2024-08-23,received,986.97
PO900394,2024-08-02,SUP009,National Pipe & Fittings,W4,SKU00096,Pipes & Fitting - Type 3,650,650,2024-08-27,2024-08-27,received,1065.77
PO900395,2024-08-05,SUP003,Precision Bearings Ltd,W3,SKU00129,Bearing - Type 3,1818,1818,2024-09-12,2024-09-12,received,1034.83
PO900396,2024-08-05,SUP003,Precision Bearings Ltd,W3,SKU00137,Bearing - Type 11,541,541,2024-09-12,2024-09-12,received,645.58
PO900397,2024-08-05,SUP010,LumaTech Lighting,W4,SKU00030,Hand Tool - Type 5,399,0,2024-09-03,,cancelled,187.69
PO900398,2024-08-08,SUP002,Bharat Fastener Co.,W2,SKU00110,Adhesives & Sealant - Type 2,1746,1746,2024-09-14,2024-09-18,delayed,225.64
PO900399,2024-08-08,SUP008,Sunrise Adhesives,W4,SKU00023,Electrical Component - Type 11,789,789,2024-08-27,2024-08-27,received,335.82
PO900400,2024-08-08,SUP002,Bharat Fastener Co.,W1,SKU00121,Adhesives & Sealant - Type 13,1459,1459,2024-09-14,2024-09-14,received,266.53
PO900401,2024-08-11,SUP010,LumaTech Lighting,W2,SKU00042,Hand Tool - Type 17,1565,1565,2024-09-09,2024-09-09,received,790.38
PO900402,2024-08-11,SUP002,Bharat Fastener Co.,W1,SKU00113,Adhesives & Sealant - Type 5,1625,1625,2024-09-17,2024-09-17,received,554.18
PO900403,2024-08-11,SUP013,Apex Industrial Components,W1,SKU00006,Fastener - Type 6,472,472,2024-09-18,2024-09-18,received,11.09
PO900404,2024-08-14,SUP009,National Pipe & Fittings,W1,SKU00103,Pipes & Fitting - Type 10,101,101,2024-09-08,2024-09-09,received,70.36
PO900405,2024-08-17,SUP002,Bharat Fastener Co.,W2,SKU00116,Adhesives & Sealant - Type 8,388,388,2024-09-23,2024-09-25,received,356.93
PO900406,2024-08-20,SUP009,National Pipe & Fittings,W1,SKU00103,Pipes & Fitting - Type 10,713,713,2024-09-14,2024-09-16,received,70.36
PO900407,2024-08-20,SUP004,Voltek Electricals,W1,SKU00005,Fastener - Type 5,624,624,2024-09-09,2024-09-10,received,41.97
PO900408,2024-08-23,SUP005,SafeGuard PPE Manufacturing,W3,SKU00072,Safety Equipment - Type 10,1395,1395,2024-09-20,2024-09-20,received,1273.06
PO900409,2024-08-23,SUP007,Titan Tools India,W4,SKU00116,Adhesives & Sealant - Type 8,698,698,2024-09-06,2024-09-09,received,356.93
PO900410,2024-08-23,SUP011,Everest Hardware,W2,SKU00037,Hand Tool - Type 12,1157,1157,2024-09-13,2024-09-13,received,1171.0
PO900411,2024-08-26,SUP002,Bharat Fastener Co.,W1,SKU00114,Adhesives & Sealant - Type 6,729,729,2024-10-02,2024-10-02,received,233.76
PO900412,2024-08-29,SUP002,Bharat Fastener Co.,W3,SKU00112,Adhesives & Sealant - Type 4,726,726,2024-10-05,2024-10-05,received,211.27
PO900413,2024-08-29,SUP014,Vishal Steel Traders,W2,SKU00121,Adhesives & Sealant - Type 13,1948,1948,2024-10-03,2024-10-03,received,266.53
PO900414,2024-08-29,SUP001,Ashoka Steel Works,W4,SKU00140,Bearing - Type 14,1216,1216,2024-09-20,2024-09-20,received,1893.14
PO900415,2024-09-01,SUP013,Apex Industrial Components,W3,SKU00008,Fastener - Type 8,783,783,2024-10-09,2024-10-09,received,43.82
PO900416,2024-09-04,SUP002,Bharat Fastener Co.,W3,SKU00122,Adhesives & Sealant - Type 14,1330,1330,2024-10-11,2024-10-14,received,259.27
PO900417,2024-09-04,SUP009,National Pipe & Fittings,W1,SKU00100,Pipes & Fitting - Type 7,1773,1773,2024-09-29,2024-09-29,received,530.67
PO900418,2024-09-07,SUP014,Vishal Steel Traders,W4,SKU00124,Adhesives & Sealant - Type 16,391,391,2024-10-12,2024-10-15,received,407.16
PO900419,2024-09-10,SUP001,Ashoka Steel Works,W3,SKU00136,Bearing - Type 10,1376,1376,2024-10-02,2024-10-02,received,432.85
PO900420,2024-09-10,SUP007,Titan Tools India,W4,SKU00124,Adhesives & Sealant - Type 16,1978,1978,2024-09-24,2024-09-24,received,407.16
PO900421,2024-09-10,SUP005,SafeGuard PPE Manufacturing,W2,SKU00064,Safety Equipment - Type 2,1464,1464,2024-10-08,2024-10-08,received,225.36
PO900422,2024-09-13,SUP014,Vishal Steel Traders,W2,SKU00110,Adhesives & Sealant - Type 2,1955,1955,2024-10-18,2024-10-18,received,225.64
PO900423,2024-09-13,SUP012,Coastal Metal Traders,W1,SKU00078,Plumbing Supplie - Type 2,648,648,2024-10-23,2024-10-26,received,51.77
PO900424,2024-09-13,SUP004,Voltek Electricals,W1,SKU00003,Fastener - Type 3,105,105,2024-10-03,2024-10-03,received,21.09
PO900425,2024-09-16,SUP015,Krishna Tools & Dies,W4,SKU00130,Bearing - Type 4,466,466,2024-09-23,2024-09-26,received,1527.22
PO900426,2024-09-16,SUP003,Precision Bearings Ltd,W2,SKU00137,Bearing - Type 11,1630,1630,2024-10-24,2024-10-24,received,645.58
PO900427,2024-09-16,SUP014,Vishal Steel Traders,W4,SKU00125,Adhesives & Sealant - Type 17,1101,1101,2024-10-21,2024-10-21,received,76.43
PO900428,2024-09-19,SUP005,SafeGuard PPE Manufacturing,W4,SKU00069,Safety Equipment - Type 7,637,637,2024-10-17,2024-10-17,received,995.79
PO900429,2024-09-19,SUP005,SafeGuard PPE Manufacturing,W1,SKU00069,Safety Equipment - Type 7,1456,1456,2024-10-17,2024-10-17,received,995.79
PO900430,2024-09-22,SUP001,Ashoka Steel Works,W3,SKU00134,Bearing - Type 8,1877,1877,2024-10-14,2024-10-14,received,499.59
PO900431,2024-09-22,SUP013,Apex Industrial Components,W4,SKU00005,Fastener - Type 5,1593,1593,2024-10-30,2024-10-30,received,41.97
PO900432,2024-09-22,SUP008,Sunrise Adhesives,W2,SKU00023,Electrical Component - Type 11,1123,1123,2024-10-11,2024-10-11,received,335.82
PO900433,2024-09-25,SUP011,Everest Hardware,W3,SKU00033,Hand Tool - Type 8,447,447,2024-10-16,2024-10-16,received,388.5
PO900434,2024-09-25,SUP015,Krishna Tools & Dies,W4,SKU00135,Bearing - Type 9,1306,1306,2024-10-02,2024-10-02,received,1883.55
PO900435,2024-09-25,SUP007,Titan Tools India,W4,SKU00114,Adhesives & Sealant - Type 6,1985,1985,2024-10-09,2024-10-09,received,233.76
PO900436,2024-09-28,SUP001,Ashoka Steel Works,W2,SKU00136,Bearing - Type 10,1385,1385,2024-10-20,2024-10-21,received,432.85
PO900437,2024-09-28,SUP001,Ashoka Steel Works,W3,SKU00134,Bearing - Type 8,952,952,2024-10-20,2024-10-20,received,499.59
PO900438,2024-09-28,SUP013,Apex Industrial Components,W2,SKU00012,Fastener - Type 12,797,797,2024-11-05,2024-11-05,received,21.59
PO900439,2024-10-01,SUP001,Ashoka Steel Works,W2,SKU00140,Bearing - Type 14,573,573,2024-10-23,2024-10-23,received,1893.14
PO900440,2024-10-04,SUP014,Vishal Steel Traders,W1,SKU00109,Adhesives & Sealant - Type 1,1349,1349,2024-11-08,2024-11-08,received,420.81
PO900441,2024-10-04,SUP001,Ashoka Steel Works,W3,SKU00135,Bearing - Type 9,484,484,2024-10-26,2024-10-26,received,1883.55
PO900442,2024-10-07,SUP012,Coastal Metal Traders,W4,SKU00086,Plumbing Supplie - Type 10,366,366,2024-11-16,2024-11-16,received,413.93
PO900443,2024-10-10,SUP011,Everest Hardware,W2,SKU00042,Hand Tool - Type 17,1374,1374,2024-10-31,2024-11-02,received,790.38
PO900444,2024-10-10,SUP015,Krishna Tools & Dies,W3,SKU00134,Bearing - Type 8,708,708,2024-10-17,2024-10-17,received,499.59
PO900445,2024-10-13,SUP005,SafeGuard PPE Manufacturing,W3,SKU00064,Safety Equipment - Type 2,79,79,2024-11-10,2024-11-10,received,225.36
PO900446,2024-10-16,SUP007,Titan Tools India,W3,SKU00115,Adhesives & Sealant - Type 7,1725,1725,2024-10-30,2024-10-30,received,464.49
PO900447,2024-10-16,SUP007,Titan Tools India,W3,SKU00110,Adhesives & Sealant - Type 2,439,439,2024-10-30,2024-10-30,received,225.64
PO900448,2024-10-16,SUP008,Sunrise Adhesives,W3,SKU00016,Electrical Component - Type 4,858,858,2024-11-04,2024-11-04,received,507.08
PO900449,2024-10-19,SUP005,SafeGuard PPE Manufacturing,W4,SKU00063,Safety Equipment - Type 1,750,750,2024-11-16,2024-11-16,received,1450.22
PO900450,2024-10-19,SUP002,Bharat Fastener Co.,W3,SKU00117,Adhesives & Sealant - Type 9,815,815,2024-11-25,2024-11-25,received,168.2
PO900451,2024-10-22,SUP003,Precision Bearings Ltd,W4,SKU00134,Bearing - Type 8,242,242,2024-11-29,2024-11-29,received,499.59
PO900452,2024-10-22,SUP011,Everest Hardware,W4,SKU00038,Hand Tool - Type 13,1133,1133,2024-11-12,2024-11-12,received,217.48
PO900453,2024-10-25,SUP007,Titan Tools India,W1,SKU00110,Adhesives & Sealant - Type 2,1904,1904,2024-11-08,2024-11-08,received,225.64
PO900454,2024-10-25,SUP006,Deccan Plumbing Supplies,W4,SKU00129,Bearing - Type 3,1759,1759,2024-11-10,2024-11-10,received,1034.83
PO900455,2024-10-25,SUP002,Bharat Fastener Co.,W3,SKU00114,Adhesives & Sealant - Type 6,717,717,2024-12-01,2024-12-01,received,233.76
PO900456,2024-10-28,SUP005,SafeGuard PPE Manufacturing,W1,SKU00069,Safety Equipment - Type 7,651,651,2024-11-25,2024-11-25,received,995.79
PO900457,2024-10-31,SUP012,Coastal Metal Traders,W1,SKU00088,Plumbing Supplie - Type 12,1841,1841,2024-12-10,2024-12-10,received,420.32
PO900458,2024-10-31,SUP007,Titan Tools India,W2,SKU00116,Adhesives & Sealant - Type 8,1660,1660,2024-11-14,2024-11-14,received,356.93
PO900459,2024-10-31,SUP001,Ashoka Steel Works,W3,SKU00128,Bearing - Type 2,1771,1771,2024-11-22,2024-11-22,received,1917.4
PO900460,2024-11-03,SUP006,Deccan Plumbing Supplies,W1,SKU00129,Bearing - Type 3,1082,828,2024-11-19,2024-11-19,received,1034.83
PO900461,2024-11-03,SUP007,Titan Tools India,W2,SKU00113,Adhesives & Sealant - Type 5,971,971,2024-11-17,2024-11-17,received,554.18
PO900462,2024-11-06,SUP007,Titan Tools India,W2,SKU00110,Adhesives & Sealant - Type 2,396,309,2024-11-20,2024-11-20,received,225.64
PO900463,2024-11-09,SUP014,Vishal Steel Traders,W4,SKU00119,Adhesives & Sealant - Type 11,1079,1079,2024-12-14,2024-12-14,received,324.25
PO900464,2024-11-09,SUP011,Everest Hardware,W3,SKU00035,Hand Tool - Type 10,602,602,2024-11-30,2024-11-30,received,986.97
PO900465,2024-11-12,SUP003,Precision Bearings Ltd,W4,SKU00137,Bearing - Type 11,1020,1020,2024-12-20,2024-12-20,received,645.58
PO900466,2024-11-12,SUP012,Coastal Metal Traders,W3,SKU00082,Plumbing Supplie - Type 6,1124,1124,2024-12-22,2024-12-22,received,907.68
PO900467,2024-11-15,SUP011,Everest Hardware,W4,SKU00030,Hand Tool - Type 5,672,672,2024-12-06,2024-12-06,received,187.69
PO900468,2024-11-15,SUP011,Everest Hardware,W4,SKU00037,Hand Tool - Type 12,993,993,2024-12-06,2024-12-06,received,1171.0
PO900469,2024-11-18,SUP008,Sunrise Adhesives,W4,SKU00013,Electrical Component - Type 1,1559,1559,2024-12-07,2024-12-07,received,283.87
PO900470,2024-11-18,SUP013,Apex Industrial Components,W4,SKU00009,Fastener - Type 9,1858,1858,2024-12-26,2024-12-28,received,27.59
PO900471,2024-11-18,SUP008,Sunrise Adhesives,W4,SKU00024,Electrical Component - Type 12,1069,1069,2024-12-07,2024-12-07,received,439.12
PO900472,2024-11-21,SUP013,Apex Industrial Components,W3,SKU00006,Fastener - Type 6,1652,1652,2024-12-29,2024-12-29,received,11.09
PO900473,2024-11-21,SUP005,SafeGuard PPE Manufacturing,W4,SKU00074,Safety Equipment - Type 12,938,938,2024-12-19,2024-12-19,received,1277.54
PO900474,2024-11-21,SUP009,National Pipe & Fittings,W4,SKU00105,Pipes & Fitting - Type 12,1605,1605,2024-12-16,2024-12-16,received,1074.46
PO900475,2024-11-24,SUP006,Deccan Plumbing Supplies,W1,SKU00138,Bearing - Type 12,1834,1834,2024-12-10,2024-12-10,received,989.79
PO900476,2024-11-27,SUP011,Everest Hardware,W1,SKU00030,Hand Tool - Type 5,213,213,2024-12-18,2024-12-18,received,187.69
PO900477,2024-11-30,SUP004,Voltek Electricals,W3,SKU00002,Fastener - Type 2,780,780,2024-12-20,2024-12-20,received,22.21
PO900478,2024-11-30,SUP007,Titan Tools India,W2,SKU00126,Adhesives & Sealant - Type 18,459,459,2024-12-14,2024-12-14,received,352.46
PO900479,2024-12-03,SUP007,Titan Tools India,W2,SKU00125,Adhesives & Sealant - Type 17,1262,1095,2024-12-17,2024-12-20,received,76.43
PO900480,2024-12-03,SUP009,National Pipe & Fittings,W4,SKU00100,Pipes & Fitting - Type 7,1824,1824,2024-12-28,2025-01-01,delayed,530.67
PO900481,2024-12-03,SUP007,Titan Tools India,W3,SKU00122,Adhesives & Sealant - Type 14,724,724,2024-12-17,2024-12-17,received,259.27
PO900482,2024-12-06,SUP003,Precision Bearings Ltd,W4,SKU00140,Bearing - Type 14,607,607,2025-01-13,2025-01-13,received,1893.14
PO900483,2024-12-06,SUP001,Ashoka Steel Works,W2,SKU00137,Bearing - Type 11,1384,1384,2024-12-28,2024-12-28,received,645.58
PO900484,2024-12-06,SUP003,Precision Bearings Ltd,W3,SKU00131,Bearing - Type 5,1320,1320,2025-01-13,2025-01-16,received,1857.62
PO900485,2024-12-09,SUP007,Titan Tools India,W1,SKU00115,Adhesives & Sealant - Type 7,1852,1852,2024-12-23,2024-12-23,received,464.49
PO900486,2024-12-12,SUP007,Titan Tools India,W1,SKU00120,Adhesives & Sealant - Type 12,1666,1666,2024-12-26,2024-12-26,received,310.21
PO900487,2024-12-12,SUP009,National Pipe & Fittings,W1,SKU00099,Pipes & Fitting - Type 6,77,77,2025-01-06,2025-01-06,received,560.49
PO900488,2024-12-15,SUP014,Vishal Steel Traders,W2,SKU00112,Adhesives & Sealant - Type 4,335,335,2025-01-19,2025-01-22,received,211.27
PO900489,2024-12-15,SUP005,SafeGuard PPE Manufacturing,W4,SKU00070,Safety Equipment - Type 8,1952,1952,2025-01-12,2025-01-12,received,121.19
PO900490,2024-12-18,SUP012,Coastal Metal Traders,W2,SKU00091,Plumbing Supplie - Type 15,342,276,2025-01-27,2025-01-27,received,132.68
PO900491,2024-12-18,SUP010,LumaTech Lighting,W4,SKU00028,Hand Tool - Type 3,962,962,2025-01-16,2025-01-20,delayed,1242.64
PO900492,2024-12-21,SUP002,Bharat Fastener Co.,W4,SKU00118,Adhesives & Sealant - Type 10,427,427,2025-01-27,2025-01-30,received,521.78
PO900493,2024-12-21,SUP005,SafeGuard PPE Manufacturing,W3,SKU00069,Safety Equipment - Type 7,217,217,2025-01-18,2025-01-18,received,995.79
PO900494,2024-12-21,SUP006,Deccan Plumbing Supplies,W4,SKU00134,Bearing - Type 8,798,798,2025-01-06,2025-01-06,received,499.59
PO900495,2024-12-24,SUP013,Apex Industrial Components,W3,SKU00012,Fastener - Type 12,1951,1951,2025-01-31,2025-01-31,received,21.59
PO900496,2024-12-27,SUP015,Krishna Tools & Dies,W2,SKU00139,Bearing - Type 13,1611,1611,2025-01-03,2025-01-05,received,2355.14
PO900497,2024-12-27,SUP001,Ashoka Steel Works,W1,SKU00130,Bearing - Type 4,757,548,2025-01-18,2025-01-18,received,1527.22
PO900498,2024-12-27,SUP001,Ashoka Steel Works,W4,SKU00136,Bearing - Type 10,869,869,2025-01-18,2025-01-18,received,432.85
PO900499,2024-12-30,SUP001,Ashoka Steel Works,W4,SKU00138,Bearing - Type 12,620,620,2025-01-21,2025-01-21,received,989.79
PO900500,2024-12-30,SUP004,Voltek Electricals,W3,SKU00002,Fastener - Type 2,612,612,2025-01-19,2025-01-19,received,22.21
PO900501,2025-01-02,SUP001,Ashoka Steel Works,W2,SKU00135,Bearing - Type 9,1707,1707,2025-01-24,2025-01-25,received,1883.55
PO900502,2025-01-02,SUP002,Bharat Fastener Co.,W3,SKU00122,Adhesives & Sealant - Type 14,1343,1343,2025-02-08,2025-02-08,received,259.27
PO900503,2025-01-02,SUP012,Coastal Metal Traders,W2,SKU00079,Plumbing Supplie - Type 3,906,906,2025-02-11,2025-02-12,received,317.73
PO900504,2025-01-05,SUP015,Krishna Tools & Dies,W3,SKU00140,Bearing - Type 14,1292,1292,2025-01-12,2025-01-12,received,1893.14
PO900505,2025-01-05,SUP003,Precision Bearings Ltd,W4,SKU00134,Bearing - Type 8,1557,1557,2025-02-12,2025-02-12,received,499.59
PO900506,2025-01-08,SUP014,Vishal Steel Traders,W4,SKU00115,Adhesives & Sealant - Type 7,1289,1289,2025-02-12,2025-02-12,received,464.49
PO900507,2025-01-08,SUP001,Ashoka Steel Works,W2,SKU00133,Bearing - Type 7,1245,1245,2025-01-30,2025-01-30,received,81.99
PO900508,2025-01-08,SUP008,Sunrise Adhesives,W4,SKU00022,Electrical Component - Type 10,647,647,2025-01-27,2025-01-29,received,396.61
PO900509,2025-01-11,SUP009,National Pipe & Fittings,W2,SKU00100,Pipes & Fitting - Type 7,1058,1058,2025-02-05,2025-02-05,received,530.67
PO900510,2025-01-11,SUP004,Voltek Electricals,W3,SKU00012,Fastener - Type 12,431,431,2025-01-31,2025-01-31,received,21.59
PO900511,2025-01-11,SUP008,Sunrise Adhesives,W4,SKU00025,Electrical Component - Type 13,688,688,2025-01-30,2025-02-02,received,400.14
PO900512,2025-01-14,SUP001,Ashoka Steel Works,W4,SKU00130,Bearing - Type 4,873,873,2025-02-05,2025-02-05,received,1527.22
PO900513,2025-01-17,SUP003,Precision Bearings Ltd,W4,SKU00133,Bearing - Type 7,1999,1999,2025-02-24,2025-02-24,received,81.99
PO900514,2025-01-17,SUP009,National Pipe & Fittings,W3,SKU00107,Pipes & Fitting - Type 14,1060,1060,2025-02-11,2025-02-11,received,529.43
PO900515,2025-01-20,SUP009,National Pipe & Fittings,W4,SKU00105,Pipes & Fitting - Type 12,1688,1688,2025-02-14,2025-02-14,received,1074.46
PO900516,2025-01-20,SUP003,Precision Bearings Ltd,W3,SKU00134,Bearing - Type 8,1905,1905,2025-02-27,2025-02-27,received,499.59
PO900517,2025-01-23,SUP008,Sunrise Adhesives,W3,SKU00022,Electrical Component - Type 10,1196,1196,2025-02-11,2025-02-11,received,396.61
PO900518,2025-01-23,SUP015,Krishna Tools & Dies,W2,SKU00131,Bearing - Type 5,1241,1241,2025-01-30,2025-01-30,received,1857.62
PO900519,2025-01-23,SUP009,National Pipe & Fittings,W4,SKU00100,Pipes & Fitting - Type 7,1936,1936,2025-02-17,2025-02-17,received,530.67
PO900520,2025-01-26,SUP013,Apex Industrial Components,W1,SKU00001,Fastener - Type 1,1935,1935,2025-03-05,2025-03-05,received,6.92
PO900521,2025-01-26,SUP009,National Pipe & Fittings,W2,SKU00106,Pipes & Fitting - Type 13,204,0,2025-02-20,,cancelled,668.3
PO900522,2025-01-29,SUP003,Precision Bearings Ltd,W2,SKU00135,Bearing - Type 9,640,640,2025-03-08,2025-03-08,received,1883.55
PO900523,2025-01-29,SUP004,Voltek Electricals,W1,SKU00006,Fastener - Type 6,178,178,2025-02-18,2025-02-18,received,11.09
PO900524,2025-01-29,SUP004,Voltek Electricals,W4,SKU00011,Fastener - Type 11,1959,1959,2025-02-18,2025-02-18,received,38.29
PO900525,2025-02-01,SUP012,Coastal Metal Traders,W4,SKU00090,Plumbing Supplie - Type 14,1651,1651,2025-03-13,2025-03-13,received,688.4
PO900526,2025-02-04,SUP004,Voltek Electricals,W2,SKU00012,Fastener - Type 12,1238,1238,2025-02-24,2025-02-24,received,21.59
PO900527,2025-02-04,SUP006,Deccan Plumbing Supplies,W2,SKU00136,Bearing - Type 10,1873,1873,2025-02-20,2025-02-23,received,432.85
PO900528,2025-02-07,SUP009,National Pipe & Fittings,W1,SKU00107,Pipes & Fitting - Type 14,1608,1608,2025-03-04,2025-03-04,received,529.43
PO900529,2025-02-07,SUP011,Everest Hardware,W2,SKU00033,Hand Tool - Type 8,1054,1054,2025-02-28,2025-03-02,received,388.5
PO900530,2025-02-10,SUP012,Coastal Metal Traders,W1,SKU00089,Plumbing Supplie - Type 13,1180,1180,2025-03-22,2025-03-22,received,254.3
PO900531,2025-02-10,SUP009,National Pipe & Fittings,W1,SKU00108,Pipes & Fitting - Type 15,708,708,2025-03-07,2025-03-07,received,1047.5
PO900532,2025-02-13,SUP010,LumaTech Lighting,W1,SKU00030,Hand Tool - Type 5,892,0,2025-03-14,,cancelled,187.69
PO900533,2025-02-13,SUP009,National Pipe & Fittings,W1,SKU00105,Pipes & Fitting - Type 12,560,560,2025-03-10,2025-03-10,received,1074.46
PO900534,2025-02-16,SUP013,Apex Industrial Components,W4,SKU00011,Fastener - Type 11,1531,1531,2025-03-26,2025-03-26,received,38.29
PO900535,2025-02-16,SUP001,Ashoka Steel Works,W4,SKU00131,Bearing - Type 5,729,729,2025-03-10,2025-03-10,received,1857.62
PO900536,2025-02-19,SUP001,Ashoka Steel Works,W3,SKU00137,Bearing - Type 11,1332,1332,2025-03-13,2025-03-13,received,645.58
PO900537,2025-02-19,SUP015,Krishna Tools & Dies,W1,SKU00128,Bearing - Type 2,704,704,2025-02-26,2025-03-01,received,1917.4
PO900538,2025-02-19,SUP001,Ashoka Steel Works,W1,SKU00133,Bearing - Type 7,710,710,2025-03-13,2025-03-16,received,81.99
PO900539,2025-02-22,SUP005,SafeGuard PPE Manufacturing,W4,SKU00063,Safety Equipment - Type 1,466,466,2025-03-22,2025-03-22,received,1450.22
PO900540,2025-02-22,SUP013,Apex Industrial Components,W3,SKU00004,Fastener - Type 4,1749,1749,2025-04-01,2025-04-01,received,12.18
PO900541,2025-02-25,SUP004,Voltek Electricals,W4,SKU00011,Fastener - Type 11,689,689,2025-03-17,2025-03-17,received,38.29
PO900542,2025-02-28,SUP008,Sunrise Adhesives,W1,SKU00018,Electrical Component - Type 6,1892,1892,2025-03-19,2025-03-19,received,516.7
PO900543,2025-02-28,SUP011,Everest Hardware,W1,SKU00032,Hand Tool - Type 7,1488,1209,2025-03-21,2025-03-21,received,1423.8
PO900544,2025-03-03,SUP006,Deccan Plumbing Supplies,W3,SKU00130,Bearing - Type 4,1091,1091,2025-03-19,2025-03-19,received,1527.22
PO900545,2025-03-06,SUP003,Precision Bearings Ltd,W3,SKU00136,Bearing - Type 10,185,185,2025-04-13,2025-04-13,received,432.85
PO900546,2025-03-09,SUP001,Ashoka Steel Works,W1,SKU00137,Bearing - Type 11,1351,1351,2025-03-31,2025-03-31,received,645.58
PO900547,2025-03-12,SUP007,Titan Tools India,W1,SKU00122,Adhesives & Sealant - Type 14,1549,1549,2025-03-26,2025-03-26,received,259.27
PO900548,2025-03-12,SUP009,National Pipe & Fittings,W4,SKU00107,Pipes & Fitting - Type 14,1677,1677,2025-04-06,2025-04-06,received,529.43
PO900549,2025-03-15,SUP014,Vishal Steel Traders,W2,SKU00118,Adhesives & Sealant - Type 10,1590,1590,2025-04-19,2025-04-22,received,521.78
PO900550,2025-03-18,SUP009,National Pipe & Fittings,W2,SKU00101,Pipes & Fitting - Type 8,176,176,2025-04-12,2025-04-16,delayed,64.18
PO900551,2025-03-21,SUP015,Krishna Tools & Dies,W1,SKU00130,Bearing - Type 4,262,262,2025-03-28,2025-03-28,received,1527.22
PO900552,2025-03-21,SUP009,National Pipe & Fittings,W3,SKU00103,Pipes & Fitting - Type 10,1391,1391,2025-04-15,2025-04-15,received,70.36
PO900553,2025-03-24,SUP015,Krishna Tools & Dies,W4,SKU00139,Bearing - Type 13,1325,1045,2025-03-31,2025-03-31,received,2355.14
PO900554,2025-03-24,SUP008,Sunrise Adhesives,W4,SKU00017,Electrical Component - Type 5,1261,1261,2025-04-12,2025-04-12,received,819.03
