order_id,order_date,customer_id,warehouse_id,warehouse_name,product_id,product_name,category,quantity,unit_price,discount_pct,line_total,order_status,promised_ship_date,actual_ship_date,delay_days
8005294,2024-08-23,ACC0001,W1,Bengaluru North DC,SKU00027,Hand Tool - Type 2,Hand Tools,14,1514.59,0,21204.26,fulfilled,2024-08-28,2024-08-28,0
8005295,2024-08-23,ACC0187,W2,Chennai Hub,SKU00131,Bearing - Type 5,Bearings,51,2908.72,12,130543.35,fulfilled,2024-08-30,2024-08-30,0
8005295,2024-08-23,ACC0187,W2,Chennai Hub,SKU00007,Fastener - Type 7,Fasteners,140,77.56,12,9555.39,fulfilled,2024-08-30,2024-08-30,0
8005295,2024-08-23,ACC0187,W2,Chennai Hub,SKU00120,Adhesives & Sealant - Type 12,Adhesives & Sealants,7,447.06,0,3129.42,fulfilled,2024-08-30,2024-08-30,0
8005295,2024-08-23,ACC0187,W2,Chennai Hub,SKU00027,Hand Tool - Type 2,Hand Tools,5,1514.59,0,7572.95,fulfilled,2024-08-30,2024-08-30,0
8005296,2024-08-23,ACC0227,W2,Chennai Hub,SKU00079,Plumbing Supplie - Type 3,Plumbing Supplies,14,460.09,0,6441.26,fulfilled,2024-08-25,2024-08-29,4
8005296,2024-08-23,ACC0227,W2,Chennai Hub,SKU00134,Bearing - Type 8,Bearings,54,901.8,12,42853.54,fulfilled,2024-08-25,2024-08-29,4
8005297,2024-08-23,ACC0089,W2,Chennai Hub,SKU00095,Pipes & Fitting - Type 2,Pipes & Fittings,4,1460.27,0,5841.08,fulfilled,2024-08-28,2024-08-28,0
8005298,2024-08-23,ACC0191,W3,Pune Regional,SKU00019,Electrical Component - Type 7,Electrical Components,3,501.08,0,1503.24,fulfilled,2024-08-29,2024-08-31,2
8005299,2024-08-23,ACC0115,W3,Pune Regional,SKU00139,Bearing - Type 13,Bearings,197,3242.38,12,562099.0,cancelled,2024-08-30,,0
8005299,2024-08-23,ACC0115,W3,Pune Regional,SKU00076,Safety Equipment - Type 14,Safety Equipment,5,1491.57,0,7457.85,cancelled,2024-08-30,,0
8005299,2024-08-23,ACC0115,W3,Pune Regional,SKU00018,Electrical Component - Type 6,Electrical Components,21,910.47,6,17972.68,cancelled,2024-08-30,,0
8005299,2024-08-23,ACC0115,W3,Pune Regional,SKU00119,Adhesives & Sealant - Type 11,Adhesives & Sealants,16,461.84,0,7389.44,cancelled,2024-08-30,,0
8005300,2024-08-23,ACC0131,W4,Hyderabad DC,SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,16,1436.31,0,22980.96,fulfilled,2024-08-26,2024-08-26,0
8005301,2024-08-23,ACC0035,W4,Hyderabad DC,SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,8,1436.31,0,11490.48,fulfilled,2024-08-31,2024-08-31,0
8005301,2024-08-23,ACC0035,W4,Hyderabad DC,SKU00034,Hand Tool - Type 9,Hand Tools,21,481.0,6,9494.94,fulfilled,2024-08-31,2024-08-31,0
8005302,2024-08-23,ACC0065,W4,Hyderabad DC,SKU00137,Bearing - Type 11,Bearings,97,1134.52,12,96842.63,cancelled,2024-09-01,,0
8005303,2024-08-24,ACC0042,W1,Bengaluru North DC,SKU00051,Power Tool - Type 9,Power Tools,14,16829.08,0,235607.12,fulfilled,2024-08-29,2024-08-29,0
8005303,2024-08-24,ACC0042,W1,Bengaluru North DC,SKU00028,Hand Tool - Type 3,Hand Tools,17,2065.62,0,35115.54,fulfilled,2024-08-29,2024-08-29,0
8005304,2024-08-24,ACC0237,W1,Bengaluru North DC,SKU00023,Electrical Component - Type 11,Electrical Components,9,562.11,0,5058.99,fulfilled,2024-09-02,2024-09-02,0
8005305,2024-08-24,ACC0257,W2,Chennai Hub,SKU00105,Pipes & Fitting - Type 12,Pipes & Fittings,12,1859.26,0,22311.12,fulfilled,2024-08-27,2024-08-27,0
8005305,2024-08-24,ACC0257,W2,Chennai Hub,SKU00023,Electrical Component - Type 11,Electrical Components,10,562.11,0,5621.1,fulfilled,2024-08-27,2024-08-27,0
8005305,2024-08-24,ACC0257,W2,Chennai Hub,SKU00056,Power Tool - Type 14,Power Tools,20,16224.27,0,324485.4,fulfilled,2024-08-27,2024-08-27,0
8005305,2024-08-24,ACC0257,W2,Chennai Hub,SKU00066,Safety Equipment - Type 4,Safety Equipment,20,2275.12,0,45502.4,fulfilled,2024-08-27,2024-08-27,0
8005305,2024-08-24,ACC0257,W2,Chennai Hub,SKU00053,Power Tool - Type 11,Power Tools,18,7510.47,0,135188.46,fulfilled,2024-08-27,2024-08-27,0
8005306,2024-08-24,ACC0167,W2,Chennai Hub,SKU00060,Power Tool - Type 18,Power Tools,13,3870.07,0,50310.91,fulfilled,2024-08-28,2024-08-28,0
8005306,2024-08-24,ACC0167,W2,Chennai Hub,SKU00021,Electrical Component - Type 9,Electrical Components,22,965.87,6,19974.19,fulfilled,2024-08-28,2024-08-28,0
8005306,2024-08-24,ACC0167,W2,Chennai Hub,SKU00020,Electrical Component - Type 8,Electrical Components,24,1070.42,6,24148.68,fulfilled,2024-08-28,2024-08-28,0
8005307,2024-08-24,ACC0199,W2,Chennai Hub,SKU00138,Bearing - Type 12,Bearings,7,1563.0,0,10941.0,fulfilled,2024-08-30,2024-08-30,0
8005307,2024-08-24,ACC0199,W2,Chennai Hub,SKU00058,Power Tool - Type 16,Power Tools,11,10835.51,0,119190.61,fulfilled,2024-08-30,2024-08-30,0
8005308,2024-08-24,ACC0041,W2,Chennai Hub,SKU00054,Power Tool - Type 12,Power Tools,2,8259.22,0,16518.44,fulfilled,2024-08-31,2024-08-31,0
8005309,2024-08-24,ACC0117,W3,Pune Regional,SKU00057,Power Tool - Type 15,Power Tools,5,3761.84,0,18809.2,fulfilled,2024-08-31,2024-08-31,0
8005309,2024-08-24,ACC0117,W3,Pune Regional,SKU00124,Adhesives & Sealant - Type 16,Adhesives & Sealants,11,672.19,0,7394.09,fulfilled,2024-08-31,2024-08-31,0
8005310,2024-08-24,ACC0156,W3,Pune Regional,SKU00017,Electrical Component - Type 5,Electrical Components,4,1199.75,0,4799.0,fulfilled,2024-08-28,2024-08-28,0
8005310,2024-08-24,ACC0156,W3,Pune Regional,SKU00044,Power Tool - Type 2,Power Tools,13,20335.94,0,264367.22,fulfilled,2024-08-28,2024-08-28,0
8005310,2024-08-24,ACC0156,W3,Pune Regional,SKU00084,Plumbing Supplie - Type 8,Plumbing Supplies,18,439.58,0,7912.44,fulfilled,2024-08-28,2024-08-28,0
8005310,2024-08-24,ACC0156,W3,Pune Regional,SKU00057,Power Tool - Type 15,Power Tools,23,3761.84,6,81330.98,fulfilled,2024-08-28,2024-08-28,0
8005311,2024-08-24,ACC0179,W3,Pune Regional,SKU00011,Fastener - Type 11,Fasteners,168,53.28,12,7876.92,fulfilled,2024-08-30,2024-08-30,0
8005311,2024-08-24,ACC0179,W3,Pune Regional,SKU00007,Fastener - Type 7,Fasteners,98,77.56,12,6688.77,fulfilled,2024-08-30,2024-08-30,0
8005311,2024-08-24,ACC0179,W3,Pune Regional,SKU00008,Fastener - Type 8,Fasteners,180,62.82,12,9950.69,fulfilled,2024-08-30,2024-08-30,0
8005312,2024-08-24,ACC0180,W3,Pune Regional,SKU00096,Pipes & Fitting - Type 3,Pipes & Fittings,10,1453.74,0,14537.4,fulfilled,2024-09-02,2024-09-03,1
8005313,2024-08-24,ACC0247,W3,Pune Regional,SKU00032,Hand Tool - Type 7,Hand Tools,16,2125.62,0,34009.92,fulfilled,2024-08-30,2024-08-30,0
8005313,2024-08-24,ACC0247,W3,Pune Regional,SKU00093,Plumbing Supplie - Type 17,Plumbing Supplies,12,791.97,0,9503.64,fulfilled,2024-08-30,2024-08-30,0
8005313,2024-08-24,ACC0247,W3,Pune Regional,SKU00013,Electrical Component - Type 1,Electrical Components,5,496.48,0,2482.4,fulfilled,2024-08-30,2024-08-30,0
8005313,2024-08-24,ACC0247,W3,Pune Regional,SKU00088,Plumbing Supplie - Type 12,Plumbing Supplies,6,754.25,0,4525.5,fulfilled,2024-08-30,2024-08-30,0
8005314,2024-08-25,ACC0058,W1,Bengaluru North DC,SKU00043,Power Tool - Type 1,Power Tools,2,7378.01,0,14756.02,fulfilled,2024-09-01,2024-09-01,0
8005314,2024-08-25,ACC0058,W1,Bengaluru North DC,SKU00146,Industrial Lighting - Type 6,Industrial Lighting,21,5543.2,6,109422.77,fulfilled,2024-09-01,2024-09-01,0
8005315,2024-08-25,ACC0250,W1,Bengaluru North DC,SKU00125,Adhesives & Sealant - Type 17,Adhesives & Sealants,18,105.05,0,1890.9,fulfilled,2024-09-03,2024-09-03,0
8005315,2024-08-25,ACC0250,W1,Bengaluru North DC,SKU00036,Hand Tool - Type 11,Hand Tools,14,292.64,0,4096.96,fulfilled,2024-09-03,2024-09-03,0
8005315,2024-08-25,ACC0250,W1,Bengaluru North DC,SKU00035,Hand Tool - Type 10,Hand Tools,24,1718.57,6,38770.94,fulfilled,2024-09-03,2024-09-03,0
8005315,2024-08-25,ACC0250,W1,Bengaluru North DC,SKU00015,Electrical Component - Type 3,Electrical Components,21,817.18,6,16131.13,fulfilled,2024-09-03,2024-09-03,0
8005316,2024-08-25,ACC0242,W1,Bengaluru North DC,SKU00106,Pipes & Fitting - Type 13,Pipes & Fittings,7,1198.61,0,8390.27,fulfilled,2024-09-02,2024-09-04,2
8005316,2024-08-25,ACC0242,W1,Bengaluru North DC,SKU00030,Hand Tool - Type 5,Hand Tools,13,289.89,0,3768.57,fulfilled,2024-09-02,2024-09-04,2
8005317,2024-08-25,ACC0211,W2,Chennai Hub,SKU00018,Electrical Component - Type 6,Electrical Components,8,910.47,0,7283.76,fulfilled,2024-08-27,2024-08-27,0
8005317,2024-08-25,ACC0211,W2,Chennai Hub,SKU00128,Bearing - Type 2,Bearings,86,3186.12,12,241125.56,fulfilled,2024-08-27,2024-08-27,0
8005317,2024-08-25,ACC0211,W2,Chennai Hub,SKU00025,Electrical Component - Type 13,Electrical Components,22,657.24,6,13591.72,fulfilled,2024-08-27,2024-08-27,0
8005317,2024-08-25,ACC0211,W2,Chennai Hub,SKU00154,Industrial Lighting - Type 14,Industrial Lighting,4,4701.52,0,18806.08,fulfilled,2024-08-27,2024-08-27,0
8005318,2024-08-25,ACC0163,W2,Chennai Hub,SKU00155,Industrial Lighting - Type 15,Industrial Lighting,2,718.6,0,1437.2,fulfilled,2024-09-03,2024-09-03,0
8005318,2024-08-25,ACC0163,W2,Chennai Hub,SKU00009,Fastener - Type 9,Fasteners,113,46.96,12,4669.7,fulfilled,2024-09-03,2024-09-03,0
8005319,2024-08-25,ACC0102,W3,Pune Regional,SKU00015,Electrical Component - Type 3,Electrical Components,6,817.18,0,4903.08,fulfilled,2024-08-30,2024-08-30,0
8005320,2024-08-25,ACC0022,W4,Hyderabad DC,SKU00120,Adhesives & Sealant - Type 12,Adhesives & Sealants,13,447.06,0,5811.78,fulfilled,2024-09-01,2024-09-01,0
8005320,2024-08-25,ACC0022,W4,Hyderabad DC,SKU00044,Power Tool - Type 2,Power Tools,19,20335.94,0,386382.86,fulfilled,2024-09-01,2024-09-01,0
8005320,2024-08-25,ACC0022,W4,Hyderabad DC,SKU00017,Electrical Component - Type 5,Electrical Components,10,1199.75,0,11997.5,fulfilled,2024-09-01,2024-09-01,0
8005320,2024-08-25,ACC0022,W4,Hyderabad DC,SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,11,1436.31,0,15799.41,fulfilled,2024-09-01,2024-09-01,0
8005321,2024-08-26,ACC0112,W1,Bengaluru North DC,SKU00031,Hand Tool - Type 6,Hand Tools,11,355.16,0,3906.76,fulfilled,2024-08-30,2024-08-30,0
8005321,2024-08-26,ACC0112,W1,Bengaluru North DC,SKU00033,Hand Tool - Type 8,Hand Tools,14,530.34,0,7424.76,fulfilled,2024-08-30,2024-08-30,0
8005322,2024-08-26,ACC0024,W1,Bengaluru North DC,SKU00039,Hand Tool - Type 14,Hand Tools,13,1122.18,0,14588.34,fulfilled,2024-09-01,2024-09-01,0
8005322,2024-08-26,ACC0024,W1,Bengaluru North DC,SKU00001,Fastener - Type 1,Fasteners,17,9.81,0,166.77,fulfilled,2024-09-01,2024-09-01,0
8005323,2024-08-26,ACC0220,W1,Bengaluru North DC,SKU00042,Hand Tool - Type 17,Hand Tools,18,1281.72,0,23070.96,fulfilled,2024-08-31,2024-08-31,0
8005323,2024-08-26,ACC0220,W1,Bengaluru North DC,SKU00052,Power Tool - Type 10,Power Tools,24,8273.6,6,186652.42,fulfilled,2024-08-31,2024-08-31,0
8005324,2024-08-26,ACC0143,W2,Chennai Hub,SKU00005,Fastener - Type 5,Fasteners,175,68.48,12,10545.92,fulfilled,2024-09-04,2024-09-04,0
8005324,2024-08-26,ACC0143,W2,Chennai Hub,SKU00066,Safety Equipment - Type 4,Safety Equipment,7,2275.12,0,15925.84,fulfilled,2024-09-04,2024-09-04,0
8005325,2024-08-26,ACC0235,W2,Chennai Hub,SKU00049,Power Tool - Type 7,Power Tools,3,23721.45,0,71164.35,fulfilled,2024-09-04,2024-09-04,0
8005325,2024-08-26,ACC0235,W2,Chennai Hub,SKU00137,Bearing - Type 11,Bearings,47,1134.52,6,50123.09,fulfilled,2024-09-04,2024-09-04,0
8005326,2024-08-26,ACC0026,W2,Chennai Hub,SKU00085,Plumbing Supplie - Type 9,Plumbing Supplies,5,813.48,0,4067.4,fulfilled,2024-09-02,2024-09-02,0
8005326,2024-08-26,ACC0026,W2,Chennai Hub,SKU00040,Hand Tool - Type 15,Hand Tools,24,829.68,6,18717.58,fulfilled,2024-09-02,2024-09-02,0
8005326,2024-08-26,ACC0026,W2,Chennai Hub,SKU00154,Industrial Lighting - Type 14,Industrial Lighting,12,4701.52,0,56418.24,fulfilled,2024-09-02,2024-09-02,0
8005326,2024-08-26,ACC0026,W2,Chennai Hub,SKU00009,Fastener - Type 9,Fasteners,117,46.96,12,4835.0,fulfilled,2024-09-02,2024-09-02,0
8005327,2024-08-26,ACC0167,W2,Chennai Hub,SKU00007,Fastener - Type 7,Fasteners,92,77.56,12,6279.26,fulfilled,2024-08-29,2024-08-29,0
8005328,2024-08-26,ACC0062,W3,Pune Regional,SKU00141,Industrial Lighting - Type 1,Industrial Lighting,6,4985.03,0,29910.18,fulfilled,2024-08-28,2024-08-28,0
8005329,2024-08-26,ACC0115,W3,Pune Regional,SKU00046,Power Tool - Type 4,Power Tools,24,14565.72,6,328602.64,fulfilled,2024-09-02,2024-09-03,1
8005329,2024-08-26,ACC0115,W3,Pune Regional,SKU00095,Pipes & Fitting - Type 2,Pipes & Fittings,20,1460.27,0,29205.4,fulfilled,2024-09-02,2024-09-03,1
8005330,2024-08-26,ACC0042,W3,Pune Regional,SKU00145,Industrial Lighting - Type 5,Industrial Lighting,4,5606.8,0,22427.2,fulfilled,2024-08-29,2024-08-30,1
8005330,2024-08-26,ACC0042,W3,Pune Regional,SKU00076,Safety Equipment - Type 14,Safety Equipment,9,1491.57,0,13424.13,fulfilled,2024-08-29,2024-08-30,1
8005331,2024-08-26,ACC0137,W3,Pune Regional,SKU00022,Electrical Component - Type 10,Electrical Components,2,593.81,0,1187.62,fulfilled,2024-08-28,2024-08-28,0
8005332,2024-08-26,ACC0074,W3,Pune Regional,SKU00093,Plumbing Supplie - Type 17,Plumbing Supplies,13,791.97,0,10295.61,fulfilled,2024-09-01,2024-09-01,0
8005333,2024-08-26,ACC0172,W4,Hyderabad DC,SKU00053,Power Tool - Type 11,Power Tools,7,7510.47,0,52573.29,fulfilled,2024-08-28,2024-08-28,0
8005333,2024-08-26,ACC0172,W4,Hyderabad DC,SKU00117,Adhesives & Sealant - Type 9,Adhesives & Sealants,21,276.7,6,5462.06,fulfilled,2024-08-28,2024-08-28,0
8005333,2024-08-26,ACC0172,W4,Hyderabad DC,SKU00139,Bearing - Type 13,Bearings,76,3242.38,12,216850.37,fulfilled,2024-08-28,2024-08-28,0
8005333,2024-08-26,ACC0172,W4,Hyderabad DC,SKU00016,Electrical Component - Type 4,Electrical Components,23,814.7,6,17613.81,fulfilled,2024-08-28,2024-08-28,0
8005334,2024-08-26,ACC0140,W4,Hyderabad DC,SKU00050,Power Tool - Type 8,Power Tools,21,7320.1,6,144498.77,fulfilled,2024-08-30,2024-08-30,0
8005334,2024-08-26,ACC0140,W4,Hyderabad DC,SKU00017,Electrical Component - Type 5,Electrical Components,12,1199.75,0,14397.0,fulfilled,2024-08-30,2024-08-30,0
8005334,2024-08-26,ACC0140,W4,Hyderabad DC,SKU00005,Fastener - Type 5,Fasteners,114,68.48,12,6869.91,fulfilled,2024-08-30,2024-08-30,0
8005334,2024-08-26,ACC0140,W4,Hyderabad DC,SKU00059,Power Tool - Type 17,Power Tools,10,11574.75,0,115747.5,fulfilled,2024-08-30,2024-08-30,0
8005334,2024-08-26,ACC0140,W4,Hyderabad DC,SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,1,1366.77,0,1366.77,fulfilled,2024-08-30,2024-08-30,0
8005335,2024-08-26,ACC0154,W4,Hyderabad DC,SKU00038,Hand Tool - Type 13,Hand Tools,19,298.46,0,5670.74,fulfilled,2024-09-03,2024-09-03,0
8005335,2024-08-26,ACC0154,W4,Hyderabad DC,SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,13,1366.77,0,17768.01,fulfilled,2024-09-03,2024-09-03,0
8005336,2024-08-27,ACC0243,W1,Bengaluru North DC,SKU00138,Bearing - Type 12,Bearings,148,1563.0,12,203565.12,fulfilled,2024-08-31,2024-08-31,0
8005336,2024-08-27,ACC0243,W1,Bengaluru North DC,SKU00070,Safety Equipment - Type 8,Safety Equipment,9,177.24,0,1595.16,fulfilled,2024-08-31,2024-08-31,0
8005336,2024-08-27,ACC0243,W1,Bengaluru North DC,SKU00149,Industrial Lighting - Type 9,Industrial Lighting,9,4345.5,0,39109.5,fulfilled,2024-08-31,2024-08-31,0
8005337,2024-08-27,ACC0180,W1,Bengaluru North DC,SKU00003,Fastener - Type 3,Fasteners,144,32.14,12,4072.78,fulfilled,2024-09-01,2024-09-01,0
8005338,2024-08-27,ACC0012,W1,Bengaluru North DC,SKU00043,Power Tool - Type 1,Power Tools,2,7378.01,0,14756.02,fulfilled,2024-09-03,2024-09-03,0
8005338,2024-08-27,ACC0012,W1,Bengaluru North DC,SKU00145,Industrial Lighting - Type 5,Industrial Lighting,8,5606.8,0,44854.4,fulfilled,2024-09-03,2024-09-03,0
8005339,2024-08-27,ACC0233,W2,Chennai Hub,SKU00131,Bearing - Type 5,Bearings,119,2908.72,12,304601.16,fulfilled,2024-09-03,2024-09-03,0
8005339,2024-08-27,ACC0233,W2,Chennai Hub,SKU00029,Hand Tool - Type 4,Hand Tools,13,2473.71,0,32158.23,fulfilled,2024-09-03,2024-09-03,0
8005339,2024-08-27,ACC0233,W2,Chennai Hub,SKU00076,Safety Equipment - Type 14,Safety Equipment,11,1491.57,0,16407.27,fulfilled,2024-09-03,2024-09-03,0
8005340,2024-08-27,ACC0082,W2,Chennai Hub,SKU00135,Bearing - Type 9,Bearings,124,3365.66,12,367260.82,fulfilled,2024-08-30,2024-08-30,0
8005341,2024-08-27,ACC0072,W2,Chennai Hub,SKU00139,Bearing - Type 13,Bearings,34,3242.38,6,103626.46,fulfilled,2024-09-04,2024-09-04,0
8005341,2024-08-27,ACC0072,W2,Chennai Hub,SKU00033,Hand Tool - Type 8,Hand Tools,8,530.34,0,4242.72,fulfilled,2024-09-04,2024-09-04,0
8005342,2024-08-27,ACC0236,W3,Pune Regional,SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,2,804.31,0,1608.62,fulfilled,2024-09-02,2024-09-02,0
8005342,2024-08-27,ACC0236,W3,Pune Regional,SKU00067,Safety Equipment - Type 5,Safety Equipment,2,1359.27,0,2718.54,fulfilled,2024-09-02,2024-09-02,0
8005343,2024-08-27,ACC0092,W3,Pune Regional,SKU00094,Pipes & Fitting - Type 1,Pipes & Fittings,12,746.48,0,8957.76,fulfilled,2024-08-30,2024-08-30,0
8005343,2024-08-27,ACC0092,W3,Pune Regional,SKU00019,Electrical Component - Type 7,Electrical Components,3,501.08,0,1503.24,fulfilled,2024-08-30,2024-08-30,0
8005343,2024-08-27,ACC0092,W3,Pune Regional,SKU00141,Industrial Lighting - Type 1,Industrial Lighting,5,4985.03,0,24925.15,fulfilled,2024-08-30,2024-08-30,0
8005344,2024-08-27,ACC0054,W3,Pune Regional,SKU00019,Electrical Component - Type 7,Electrical Components,12,501.08,0,6012.96,fulfilled,2024-09-01,2024-09-01,0
8005344,2024-08-27,ACC0054,W3,Pune Regional,SKU00006,Fastener - Type 6,Fasteners,105,19.01,12,1756.52,fulfilled,2024-09-01,2024-09-01,0
8005344,2024-08-27,ACC0054,W3,Pune Regional,SKU00043,Power Tool - Type 1,Power Tools,14,7378.01,0,103292.14,fulfilled,2024-09-01,2024-09-01,0
8005345,2024-08-27,ACC0247,W4,Hyderabad DC,SKU00122,Adhesives & Sealant - Type 14,Adhesives & Sealants,6,423.72,0,2542.32,fulfilled,2024-08-31,2024-08-31,0
8005346,2024-08-27,ACC0245,W4,Hyderabad DC,SKU00024,Electrical Component - Type 12,Electrical Components,6,646.28,0,3877.68,fulfilled,2024-09-04,2024-09-04,0
8005346,2024-08-27,ACC0245,W4,Hyderabad DC,SKU00071,Safety Equipment - Type 9,Safety Equipment,17,2353.96,0,40017.32,fulfilled,2024-09-04,2024-09-04,0
8005346,2024-08-27,ACC0245,W4,Hyderabad DC,SKU00099,Pipes & Fitting - Type 6,Pipes & Fittings,8,804.31,0,6434.48,fulfilled,2024-09-04,2024-09-04,0
8005347,2024-08-28,ACC0191,W1,Bengaluru North DC,SKU00042,Hand Tool - Type 17,Hand Tools,10,1281.72,0,12817.2,fulfilled,2024-08-30,2024-08-30,0
8005347,2024-08-28,ACC0191,W1,Bengaluru North DC,SKU00079,Plumbing Supplie - Type 3,Plumbing Supplies,8,460.09,0,3680.72,fulfilled,2024-08-30,2024-08-30,0
8005347,2024-08-28,ACC0191,W1,Bengaluru North DC,SKU00127,Bearing - Type 1,Bearings,169,560.22,12,83315.92,fulfilled,2024-08-30,2024-08-30,0
8005348,2024-08-28,ACC0165,W1,Bengaluru North DC,SKU00018,Electrical Component - Type 6,Electrical Components,13,910.47,0,11836.11,fulfilled,2024-09-03,2024-09-03,0
8005348,2024-08-28,ACC0165,W1,Bengaluru North DC,SKU00021,Electrical Component - Type 9,Electrical Components,1,965.87,0,965.87,fulfilled,2024-09-03,2024-09-03,0
8005348,2024-08-28,ACC0165,W1,Bengaluru North DC,SKU00096,Pipes & Fitting - Type 3,Pipes & Fittings,11,1453.74,0,15991.14,fulfilled,2024-09-03,2024-09-03,0
8005348,2024-08-28,ACC0165,W1,Bengaluru North DC,SKU00049,Power Tool - Type 7,Power Tools,17,23721.45,0,403264.65,fulfilled,2024-09-03,2024-09-03,0
8005349,2024-08-28,ACC0065,W2,Chennai Hub,SKU00021,Electrical Component - Type 9,Electrical Components,12,965.87,0,11590.44,fulfilled,2024-09-01,2024-09-01,0
8005349,2024-08-28,ACC0065,W2,Chennai Hub,SKU00086,Plumbing Supplie - Type 10,Plumbing Supplies,1,639.44,0,639.44,fulfilled,2024-09-01,2024-09-01,0
8005349,2024-08-28,ACC0065,W2,Chennai Hub,SKU00067,Safety Equipment - Type 5,Safety Equipment,19,1359.27,0,25826.13,fulfilled,2024-09-01,2024-09-01,0
8005349,2024-08-28,ACC0065,W2,Chennai Hub,SKU00050,Power Tool - Type 8,Power Tools,9,7320.1,0,65880.9,fulfilled,2024-09-01,2024-09-01,0
8005350,2024-08-28,ACC0063,W2,Chennai Hub,SKU00003,Fastener - Type 3,Fasteners,175,32.14,12,4949.56,fulfilled,2024-09-03,2024-09-03,0
8005350,2024-08-28,ACC0063,W2,Chennai Hub,SKU00132,Bearing - Type 6,Bearings,154,1126.68,12,152687.67,fulfilled,2024-09-03,2024-09-03,0
8005350,2024-08-28,ACC0063,W2,Chennai Hub,SKU00140,Bearing - Type 14,Bearings,27,2615.63,6,66384.69,fulfilled,2024-09-03,2024-09-03,0
8005350,2024-08-28,ACC0063,W2,Chennai Hub,SKU00092,Plumbing Supplie - Type 16,Plumbing Supplies,18,1436.31,0,25853.58,fulfilled,2024-09-03,2024-09-03,0
8005350,2024-08-28,ACC0063,W2,Chennai Hub,SKU00053,Power Tool - Type 11,Power Tools,8,7510.47,0,60083.76,fulfilled,2024-09-03,2024-09-03,0
8005351,2024-08-28,ACC0135,W2,Chennai Hub,SKU00025,Electrical Component - Type 13,Electrical Components,18,657.24,0,11830.32,fulfilled,2024-09-05,2024-09-05,0
8005351,2024-08-28,ACC0135,W2,Chennai Hub,SKU00116,Adhesives & Sealant - Type 8,Adhesives & Sealants,19,573.09,0,10888.71,fulfilled,2024-09-05,2024-09-05,0
8005352,2024-08-28,ACC0144,W2,Chennai Hub,SKU00032,Hand Tool - Type 7,Hand Tools,24,2125.62,6,47953.99,fulfilled,2024-09-04,2024-09-04,0
8005352,2024-08-28,ACC0144,W2,Chennai Hub,SKU00023,Electrical Component - Type 11,Electrical Components,2,562.11,0,1124.22,fulfilled,2024-09-04,2024-09-04,0
8005352,2024-08-28,ACC0144,W2,Chennai Hub,SKU00005,Fastener - Type 5,Fasteners,132,68.48,12,7954.64,fulfilled,2024-09-04,2024-09-04,0
8005352,2024-08-28,ACC0144,W2,Chennai Hub,SKU00141,Industrial Lighting - Type 1,Industrial Lighting,17,4985.03,0,84745.51,fulfilled,2024-09-04,2024-09-04,0
8005353,2024-08-28,ACC0122,W2,Chennai Hub,SKU00110,Adhesives & Sealant - Type 2,Adhesives & Sealants,12,349.16,0,4189.92,fulfilled,2024-09-02,2024-09-02,0
8005353,2024-08-28,ACC0122,W2,Chennai Hub,SKU00027,Hand Tool - Type 2,Hand Tools,7,1514.59,0,10602.13,fulfilled,2024-09-02,2024-09-02,0
8005354,2024-08-28,ACC0114,W3,Pune Regional,SKU00082,Plumbing Supplie - Type 6,Plumbing Supplies,14,1366.77,0,19134.78,fulfilled,2024-08-31,2024-08-31,0
8005354,2024-08-28,ACC0114,W3,Pune Regional,SKU00006,Fastener - Type 6,Fasteners,14,19.01,0,266.14,fulfilled,2024-08-31,2024-08-31,0
8005354,2024-08-28,ACC0114,W3,Pune Regional,SKU00015,Electrical Component - Type 3,Electrical Components,19,817.18,0,15526.42,fulfilled,2024-08-31,2024-08-31,0
8005355,2024-08-28,ACC0020,W3,Pune Regional,SKU00062,Power Tool - Type 20,Power Tools,20,19814.89,0,396297.8,fulfilled,2024-09-01,2024-09-01,0
8005355,2024-08-28,ACC0020,W3,Pune Regional,SKU00013,Electrical Component - Type 1,Electrical Components,21,496.48,6,9800.52,fulfilled,2024-09-01,2024-09-01,0
8005356,2024-08-28,ACC0083,W3,Pune Regional,SKU00096,Pipes & Fitting - Type 3,Pipes & Fittings,10,1453.74,0,14537.4,backordered,2024-09-05,2024-09-07,2
8005356,2024-08-28,ACC0083,W3,Pune Regional,SKU00024,Electrical Component - Type 12,Electrical Components,7,646.28,0,4523.96,backordered,2024-09-05,2024-09-07,2
8005357,2024-08-28,ACC0180,W3,Pune Regional,SKU00068,Safety Equipment - Type 6,Safety Equipment,22,1681.02,6,34763.49,fulfilled,2024-09-04,2024-09-04,0
8005357,2024-08-28,ACC0180,W3,Pune Regional,SKU00009,Fastener - Type 9,Fasteners,66,46.96,12,2727.44,fulfilled,2024-09-04,2024-09-04,0
8005357,2024-08-28,ACC0180,W3,Pune Regional,SKU00136,Bearing - Type 10,Bearings,39,609.51,6,22344.64,fulfilled,2024-09-04,2024-09-04,0
